source,target,relation
"""4:964ea883-2693-4303-b60b-a2ba95416a01:84""","""4:964ea883-2693-4303-b60b-a2ba95416a01:1008""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:84""","""4:964ea883-2693-4303-b60b-a2ba95416a01:982""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:84""","""4:964ea883-2693-4303-b60b-a2ba95416a01:1113""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:84""","""4:964ea883-2693-4303-b60b-a2ba95416a01:941""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:84""","""4:964ea883-2693-4303-b60b-a2ba95416a01:324""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:84""","""4:964ea883-2693-4303-b60b-a2ba95416a01:1379""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:85""","""4:964ea883-2693-4303-b60b-a2ba95416a01:1053""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:85""","""4:964ea883-2693-4303-b60b-a2ba95416a01:1294""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:85""","""4:964ea883-2693-4303-b60b-a2ba95416a01:1417""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:85""","""4:964ea883-2693-4303-b60b-a2ba95416a01:1076""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:85""","""4:964ea883-2693-4303-b60b-a2ba95416a01:1098""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:85""","""4:964ea883-2693-4303-b60b-a2ba95416a01:531""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:85""","""4:964ea883-2693-4303-b60b-a2ba95416a01:911""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:85""","""4:964ea883-2693-4303-b60b-a2ba95416a01:867""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:86""","""4:964ea883-2693-4303-b60b-a2ba95416a01:1113""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:86""","""4:964ea883-2693-4303-b60b-a2ba95416a01:1375""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:86""","""4:964ea883-2693-4303-b60b-a2ba95416a01:1224""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:86""","""4:964ea883-2693-4303-b60b-a2ba95416a01:882""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:86""","""4:964ea883-2693-4303-b60b-a2ba95416a01:1028""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:86""","""4:964ea883-2693-4303-b60b-a2ba95416a01:1268""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:86""","""4:964ea883-2693-4303-b60b-a2ba95416a01:1086""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:86""","""4:964ea883-2693-4303-b60b-a2ba95416a01:810""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:86""","""4:964ea883-2693-4303-b60b-a2ba95416a01:1102""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:86""","""4:964ea883-2693-4303-b60b-a2ba95416a01:764""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:86""","""4:964ea883-2693-4303-b60b-a2ba95416a01:1053""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:86""","""4:964ea883-2693-4303-b60b-a2ba95416a01:1030""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:86""","""4:964ea883-2693-4303-b60b-a2ba95416a01:1345""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:86""","""4:964ea883-2693-4303-b60b-a2ba95416a01:896""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:86""","""4:964ea883-2693-4303-b60b-a2ba95416a01:1281""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:86""","""4:964ea883-2693-4303-b60b-a2ba95416a01:836""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:86""","""4:964ea883-2693-4303-b60b-a2ba95416a01:860""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:86""","""4:964ea883-2693-4303-b60b-a2ba95416a01:962""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:86""","""4:964ea883-2693-4303-b60b-a2ba95416a01:995""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:86""","""4:964ea883-2693-4303-b60b-a2ba95416a01:97""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:86""","""4:964ea883-2693-4303-b60b-a2ba95416a01:714""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:86""","""4:964ea883-2693-4303-b60b-a2ba95416a01:1351""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:86""","""4:964ea883-2693-4303-b60b-a2ba95416a01:474""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:86""","""4:964ea883-2693-4303-b60b-a2ba95416a01:1160""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:86""","""4:964ea883-2693-4303-b60b-a2ba95416a01:1134""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:86""","""4:964ea883-2693-4303-b60b-a2ba95416a01:472""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:86""","""4:964ea883-2693-4303-b60b-a2ba95416a01:830""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:86""","""4:964ea883-2693-4303-b60b-a2ba95416a01:1170""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:86""","""4:964ea883-2693-4303-b60b-a2ba95416a01:1212""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:86""","""4:964ea883-2693-4303-b60b-a2ba95416a01:1408""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:86""","""4:964ea883-2693-4303-b60b-a2ba95416a01:295""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:86""","""4:964ea883-2693-4303-b60b-a2ba95416a01:842""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:86""","""4:964ea883-2693-4303-b60b-a2ba95416a01:872""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:86""","""4:964ea883-2693-4303-b60b-a2ba95416a01:240""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:86""","""4:964ea883-2693-4303-b60b-a2ba95416a01:1220""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:86""","""4:964ea883-2693-4303-b60b-a2ba95416a01:1048""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:86""","""4:964ea883-2693-4303-b60b-a2ba95416a01:731""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:86""","""4:964ea883-2693-4303-b60b-a2ba95416a01:475""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:86""","""4:964ea883-2693-4303-b60b-a2ba95416a01:96""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:86""","""4:964ea883-2693-4303-b60b-a2ba95416a01:1310""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:86""","""4:964ea883-2693-4303-b60b-a2ba95416a01:1019""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:86""","""4:964ea883-2693-4303-b60b-a2ba95416a01:798""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:86""","""4:964ea883-2693-4303-b60b-a2ba95416a01:89""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:86""","""4:964ea883-2693-4303-b60b-a2ba95416a01:88""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:86""","""4:964ea883-2693-4303-b60b-a2ba95416a01:87""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:90""","""4:964ea883-2693-4303-b60b-a2ba95416a01:1048""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:90""","""4:964ea883-2693-4303-b60b-a2ba95416a01:1345""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:90""","""4:964ea883-2693-4303-b60b-a2ba95416a01:1408""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:90""","""4:964ea883-2693-4303-b60b-a2ba95416a01:1134""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:90""","""4:964ea883-2693-4303-b60b-a2ba95416a01:295""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:90""","""4:964ea883-2693-4303-b60b-a2ba95416a01:1170""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:90""","""4:964ea883-2693-4303-b60b-a2ba95416a01:764""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:90""","""4:964ea883-2693-4303-b60b-a2ba95416a01:830""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:90""","""4:964ea883-2693-4303-b60b-a2ba95416a01:836""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:90""","""4:964ea883-2693-4303-b60b-a2ba95416a01:89""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:90""","""4:964ea883-2693-4303-b60b-a2ba95416a01:1028""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:90""","""4:964ea883-2693-4303-b60b-a2ba95416a01:1285""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:90""","""4:964ea883-2693-4303-b60b-a2ba95416a01:1212""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:90""","""4:964ea883-2693-4303-b60b-a2ba95416a01:714""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:90""","""4:964ea883-2693-4303-b60b-a2ba95416a01:1160""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:90""","""4:964ea883-2693-4303-b60b-a2ba95416a01:1281""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:90""","""4:964ea883-2693-4303-b60b-a2ba95416a01:240""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:90""","""4:964ea883-2693-4303-b60b-a2ba95416a01:1030""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:90""","""4:964ea883-2693-4303-b60b-a2ba95416a01:810""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:90""","""4:964ea883-2693-4303-b60b-a2ba95416a01:68""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:90""","""4:964ea883-2693-4303-b60b-a2ba95416a01:1113""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:90""","""4:964ea883-2693-4303-b60b-a2ba95416a01:88""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:90""","""4:964ea883-2693-4303-b60b-a2ba95416a01:1086""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:90""","""4:964ea883-2693-4303-b60b-a2ba95416a01:87""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:90""","""4:964ea883-2693-4303-b60b-a2ba95416a01:1375""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:90""","""4:964ea883-2693-4303-b60b-a2ba95416a01:1227""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:91""","""4:964ea883-2693-4303-b60b-a2ba95416a01:145""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:91""","""4:964ea883-2693-4303-b60b-a2ba95416a01:708""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:91""","""4:964ea883-2693-4303-b60b-a2ba95416a01:1111""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:91""","""4:964ea883-2693-4303-b60b-a2ba95416a01:68""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:91""","""4:964ea883-2693-4303-b60b-a2ba95416a01:1350""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:91""","""4:964ea883-2693-4303-b60b-a2ba95416a01:147""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:91""","""4:964ea883-2693-4303-b60b-a2ba95416a01:866""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:91""","""4:964ea883-2693-4303-b60b-a2ba95416a01:1278""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:91""","""4:964ea883-2693-4303-b60b-a2ba95416a01:1243""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:91""","""4:964ea883-2693-4303-b60b-a2ba95416a01:1219""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:91""","""4:964ea883-2693-4303-b60b-a2ba95416a01:831""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:91""","""4:964ea883-2693-4303-b60b-a2ba95416a01:1207""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:91""","""4:964ea883-2693-4303-b60b-a2ba95416a01:893""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:91""","""4:964ea883-2693-4303-b60b-a2ba95416a01:35""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:91""","""4:964ea883-2693-4303-b60b-a2ba95416a01:1095""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:91""","""4:964ea883-2693-4303-b60b-a2ba95416a01:732""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:91""","""4:964ea883-2693-4303-b60b-a2ba95416a01:1252""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:91""","""4:964ea883-2693-4303-b60b-a2ba95416a01:912""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:91""","""4:964ea883-2693-4303-b60b-a2ba95416a01:751""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:91""","""4:964ea883-2693-4303-b60b-a2ba95416a01:1113""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:91""","""4:964ea883-2693-4303-b60b-a2ba95416a01:626""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:91""","""4:964ea883-2693-4303-b60b-a2ba95416a01:706""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:91""","""4:964ea883-2693-4303-b60b-a2ba95416a01:1378""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:91""","""4:964ea883-2693-4303-b60b-a2ba95416a01:122""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:91""","""4:964ea883-2693-4303-b60b-a2ba95416a01:950""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:91""","""4:964ea883-2693-4303-b60b-a2ba95416a01:1424""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:91""","""4:964ea883-2693-4303-b60b-a2ba95416a01:1334""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:91""","""4:964ea883-2693-4303-b60b-a2ba95416a01:1003""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:91""","""4:964ea883-2693-4303-b60b-a2ba95416a01:1418""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:91""","""4:964ea883-2693-4303-b60b-a2ba95416a01:1061""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:91""","""4:964ea883-2693-4303-b60b-a2ba95416a01:1349""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:91""","""4:964ea883-2693-4303-b60b-a2ba95416a01:1005""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:91""","""4:964ea883-2693-4303-b60b-a2ba95416a01:919""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:91""","""4:964ea883-2693-4303-b60b-a2ba95416a01:1091""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:91""","""4:964ea883-2693-4303-b60b-a2ba95416a01:809""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:91""","""4:964ea883-2693-4303-b60b-a2ba95416a01:1403""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:91""","""4:964ea883-2693-4303-b60b-a2ba95416a01:1032""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:91""","""4:964ea883-2693-4303-b60b-a2ba95416a01:826""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:91""","""4:964ea883-2693-4303-b60b-a2ba95416a01:1344""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:91""","""4:964ea883-2693-4303-b60b-a2ba95416a01:1047""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:91""","""4:964ea883-2693-4303-b60b-a2ba95416a01:1371""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:91""","""4:964ea883-2693-4303-b60b-a2ba95416a01:940""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:91""","""4:964ea883-2693-4303-b60b-a2ba95416a01:1379""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:91""","""4:964ea883-2693-4303-b60b-a2ba95416a01:13""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:92""","""4:964ea883-2693-4303-b60b-a2ba95416a01:950""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:93""","""4:964ea883-2693-4303-b60b-a2ba95416a01:931""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:94""","""4:964ea883-2693-4303-b60b-a2ba95416a01:919""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:94""","""4:964ea883-2693-4303-b60b-a2ba95416a01:1351""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:94""","""4:964ea883-2693-4303-b60b-a2ba95416a01:1354""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:94""","""4:964ea883-2693-4303-b60b-a2ba95416a01:1061""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:94""","""4:964ea883-2693-4303-b60b-a2ba95416a01:68""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:94""","""4:964ea883-2693-4303-b60b-a2ba95416a01:1418""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:94""","""4:964ea883-2693-4303-b60b-a2ba95416a01:1318""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:94""","""4:964ea883-2693-4303-b60b-a2ba95416a01:1349""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:94""","""4:964ea883-2693-4303-b60b-a2ba95416a01:1326""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:94""","""4:964ea883-2693-4303-b60b-a2ba95416a01:1388""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:94""","""4:964ea883-2693-4303-b60b-a2ba95416a01:1119""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:94""","""4:964ea883-2693-4303-b60b-a2ba95416a01:1333""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:94""","""4:964ea883-2693-4303-b60b-a2ba95416a01:499""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:94""","""4:964ea883-2693-4303-b60b-a2ba95416a01:679""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:94""","""4:964ea883-2693-4303-b60b-a2ba95416a01:1371""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:94""","""4:964ea883-2693-4303-b60b-a2ba95416a01:789""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:94""","""4:964ea883-2693-4303-b60b-a2ba95416a01:1111""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:94""","""4:964ea883-2693-4303-b60b-a2ba95416a01:785""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:94""","""4:964ea883-2693-4303-b60b-a2ba95416a01:1229""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:94""","""4:964ea883-2693-4303-b60b-a2ba95416a01:826""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:94""","""4:964ea883-2693-4303-b60b-a2ba95416a01:1163""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:94""","""4:964ea883-2693-4303-b60b-a2ba95416a01:862""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:94""","""4:964ea883-2693-4303-b60b-a2ba95416a01:726""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:94""","""4:964ea883-2693-4303-b60b-a2ba95416a01:997""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:94""","""4:964ea883-2693-4303-b60b-a2ba95416a01:1390""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:94""","""4:964ea883-2693-4303-b60b-a2ba95416a01:889""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:94""","""4:964ea883-2693-4303-b60b-a2ba95416a01:147""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:94""","""4:964ea883-2693-4303-b60b-a2ba95416a01:35""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:94""","""4:964ea883-2693-4303-b60b-a2ba95416a01:708""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:94""","""4:964ea883-2693-4303-b60b-a2ba95416a01:1090""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:94""","""4:964ea883-2693-4303-b60b-a2ba95416a01:867""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:94""","""4:964ea883-2693-4303-b60b-a2ba95416a01:672""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:94""","""4:964ea883-2693-4303-b60b-a2ba95416a01:1334""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:94""","""4:964ea883-2693-4303-b60b-a2ba95416a01:1047""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:94""","""4:964ea883-2693-4303-b60b-a2ba95416a01:266""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:94""","""4:964ea883-2693-4303-b60b-a2ba95416a01:1344""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:94""","""4:964ea883-2693-4303-b60b-a2ba95416a01:1373""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:94""","""4:964ea883-2693-4303-b60b-a2ba95416a01:758""","""CAPEC_TO_TECHNIQUE"""
